Rating_Number,Votes_Number,Computer_Score,Group_Rank,Group_Rank_Size,Total_Rank,Total_Rank_Size,HDMI,Keyboard,Generation,GPU,Solid State Drive,Microphone In,Process Node,USB Ports,RAM,SSD Interface,Touch,Anti Glare Screen,Speed,Cores,Cache,Inbuilt Microphone,Utility,OS,Keyboard Backlit,Optical Drive,Resolution,RAM Bus Speed,Headphone Jack,Battery,Dimensions,Ethernet,Model,Size,Sales Package,PPI,Speakers,Camera,WiFi,Brand,Series,Battery Details,Type,Touchpad,Warranty,Features,Security Lock Port,Processor,Adapter Type,Bluetooth,Weight,Device Type,Price
4.7,92,2,133,227,839,2352,1 x HDMI v1.4 Port,"English International , Yes",11th Gen,NVIDIA MX450,512GB,Yes,No,"1 x USB Type-C, 2 x USB 3.0",16GB DDR4,No,No,Yes,4 x 3.1GHz (Turbo Speed upto 4.4GHz) Cores,"Quad Core, 8 Threads",8MB,Built-in Microphones,"Everyday Use, Business, Performance",Windows 10 Home (64-bit),Yes,No,1920x1080pixels,3200MHz,Yes,4 Cell Battery,356x230x18mm,No,Inspiron 5518,15.6inches,"Laptop, Battery, Adapter, Cables and User Manuals",~ 141PPI,Built-in Speakers,Yes,"Intel Wi-Fi 6 2x2 (Gig+ , Intel Wireless 9462AC Card (80 2.11ac + Bluetooth 5.0, Dual B and 2.45 GHz, MU-MIMO/80Mhz, 1 x1)",Intel,Inspiron 5518,No,LED,Yes,1year Onsite Warranty,FHD LED Backlit WVA Display,No,11th Gen Intel Core i5 11300H,No,v5.1,1.65kg,Netbook,105990.0
4.35,106,2,35,332,451,2352,1 x HDMI 2.0 Port,White Backlit English Keyboard,11th Gen,NVIDIA GeForce RTX 3050 Graphics,512GB,Yes,No,"1 x USB Type-C, 2 x USB 3.0",16GB DDR4,No,No,Yes,4 x 3.1GHz (Turbo Speed upto 4.4GHz) Cores,"Quad Core, 8 Threads",8MB,2x Array Microphones,Gaming,Windows 11 Home (64-bit),Yes,No,1920x1080pixels,3200MHz,Yes,No,359.6x251.9x24.2mm,Integrated 100/1000 Gigabit Ethernet LAN,IdeaPad Gaming 3 15IHU6 82K101A3IN,15.6inches,No,~ 141PPI,Dual Speakers,Yes,IEEE 802.11a/b/g/n/ac/ax,Intel,IdeaPad Gaming 3,No,IPS,Yes,1year Warranty,"120 Hz Refresh Rate, 250nits Anti-glare, 45% NTSC, DC dimmer",No,11th Gen Intel Core i5 11300H,170W Power Adapter,v5,2.25kg,Netbook,74990.0
4.4,384,2,143,315,771,2352,1 x HDMI 1.4 Port,No,11th Gen,AMD Radeon Graphics,512GB,Yes,No,"1 x USB Type-C, 1 x USB 3.0, 1 x USB 2.0",16GB DDR4,NVMe,No,Yes,4 x 2.4GHz (Turbo Speed upto 4.2GHz) Cores,"Quad Core, 8 Threads",8MB,Yes,Everyday Use,Windows 11 (64-bit),No,No,1920x1080pixels,2400MHz,Yes,"41Wh, 3 Cell Battery",No,Yes,Vostro 3425,14inches,No,~ 157PPI,Built-in Speakers,Yes,IEEE 802.11a/b/g/n/ac,Intel,Vostro,41 WHrs Li-ion,IPS Screen,Yes,1year Onsite Warranty,250nits,No,11th Gen Intel Core i5 1135G7,No,v5.1,1.48kg,Netbook,89900.0
4.5,304,2,49,292,496,2352,1 x HDMI 1.4b Port,"Backlit English Keyboard, Yes",5th Gen,AMD Radeon,512GB,Yes,No,"1 x USB 3.0, 3 x USB 2.0",8GB DDR4,No,Yes,Yes,6 x 2.1GHz (Turbo Speed upto 4GHz) Cores,"Hexa Core, 12 Threads",8MB,Built-in Dual Array Microphones,Performance,Windows 10 Home (64-bit),Yes,No,1920x1080pixels,No,Yes,52.5Wh Battery,321.5x217.5x17.9mm,No,14 ALC 05,14inches,"Laptop, Power Adaptor, User Guide",~ 157PPI,Built-in Speaker,Yes,"11ac, 2x2)",AMD,IdeaPad Flex 5,No,IPS,Yes,1year Onsite Warranty,"Full HD IPS Glossy Display (250nits Brightness, 45% NTSC Color Gamut)",No,5th Gen AMD Ryzen 5  5500U,65W USB-C AC Adapter,v5,1.5kg,Hybrid,77890.0
3.9,104,2,30,376,448,2352,1 x HDMI 1.4 Port,"Backlit, English, Yes",5th Gen,AMD Radeon Radeon,512GB,Yes,No,"1 x USB Type-C, 1 x USB 3.0, 1 x USB 2.0",8GB DDR4,No,No,Yes,6 x 2.1GHz (Turbo Speed upto 4GHz) Cores,"Hexa Core, 12 Threads",8MB,Built-in array microphone,Performance,Windows 11 Home (64-bit),Yes,No,1920x1080pixels,3202MHz,Yes,57Wh Battery,356.67x233.13x17.9mm,No,"IdeaPad 3 14ACL6, IdeaPad 3 14ACL6",14inches,"Laptop, Power Adaptor, User Guide, Warranty Documents",~ 157PPI,Built-in Stereo Speakers,Yes,"11ax, 2x2",AMD,IdeaPad,No,Full HD,Yes,1year Warranty,"IPS 300nits , 45% NTSC",No,5th Gen AMD Ryzen 5  5500U,No,v5,1.66kg,Ultrabook,68500.0
4.55,139,2,52,376,544,2352,1 x HDMI 2.0 Port,RGB Gaming Keyboard,11th Gen,NVIDIA GeForce RTX 3050 Ti,512GB,Yes,No,"1 x USB Type-C, 2 x USB 3.0, 1 x USB 2.0",16GB DDR4,No,No,No,8 x 2.3GHz (Turbo Speed upto 4.6GHz) Cores,"Octa Core, 16 Threads",24MB,Yes,"Gaming, Performance",Windows 10 Home (64-bit),No,No,1920x1080pixels,No,Yes,3 Cell Battery,359x259x23.95mm,Yes,Pulse GL66 11UDK627IN,15.6inches,"Laptop, Battery, Power Adapter, User Guide, MSI Essential Backpack",~ 141PPI,2 x 2 W Speakers,Yes,Intel Wi-Fi 6 AX201(2x2 ax),Intel,Pulse GL66,No,IPS,Yes,2years Warranty,"Full HD IPS Display (72% NTSC Color Gamut, 100% sRGB)",No,11th Gen Intel Core i7 11800H,150 W AC Adapter\n,v5.1,2.25kg,Netbook,68990.0
4.4,99,2,127,447,1006,2352,1 x HDMI 1.4b Port,Backlit English Keyboard\n,5th Gen,AMD Integrated SoC,512GB,Yes,No,"1 x USB Type-C, 1 x USB 3.0, 1 x USB 2.0",8GB DDR4,No,No,Yes,6 x 2.1GHz (Turbo Speed upto 4GHz) Cores,"Hexa Core, 12 Threads",8MB,2 x Array Microphone,Everyday Use,Windows 11 Home (64-bit),Yes,No,1920x1080pixels,3200MHz,Yes,No,324x215x19.9mm,No,IdeaPad Slim 3 14ALC6 82KT00MPIN,14inches,No,~ 157PPI,Stereo Speakers,Yes,IEEE 802.11a/b/g/n/ac,AMD,IdeaPad Slim 3,No,IPS Screen,Yes,1year Onsite Warranty,No,No,5th Gen AMD Ryzen 5 5500U,No,v5,1.4kg,Netbook,54490.0
4.25,160,2,141,453,833,2352,1 x HDMI 1.4 Port,Yes,5th Gen,AMD Radeon,512GB,Yes,No,"1 x USB Type-C, 2 x USB 3.0",8GB DDR4,No,No,No,6 x 2.1GHz (Turbo Speed upto 4GHz) Cores,"Hexa Core, 12 Threads",8MB,Built-in Microphone,Performance,Windows 10 (64-bit),Yes,No,1920x1080pixels,3200MHz,Yes,4 Cell Battery,321x214x18mm,Available,Vostro 5415,14inches,"Laptop, Battery, Adapter, Cables and User Manuals",~ 157PPI,Built-in Speaker,Yes,Intel Wi-Fi 6 2x2 (Gig+,AMD,Vostro,No,LED,Yes,1year Onsite Warranty,"Full HD WVA AG Display (250 nits Brightness, Narrow Border)",Kensington Lock Port,5th Gen AMD Ryzen 5  5500U,No,v5,1.5kg,Ultrabook,63200.0
4.4,234,2,33,260,944,2352,1 x HDMI 1.4 Port,"English International , Yes",11th Gen,Intel Integrated Iris Xe,256GB,Yes,No,"1 x USB Type-C, 2 x USB 3.0, 1 x USB 2.0",8GB DDR4,No,No,Yes,4 x 2.4GHz (Turbo Speed upto 4.2GHz) Cores,"Quad Core, 8 Threads",8MB,Yes,Everyday Use,"Windows 11 Home, Windows 11 Home (64-bit)",Yes,No,1920x1080pixels,2666MHz,Yes,3 Cell Battery,328x239x19.8mm,Available,Vostro 3400,14inches,"Laptop, Battery, Adapter, Cables and User Manuals",~ 157PPI,Yes,Yes,802.11ac,Intel,Vostro,No,Full HD WVA AG Narrow Border,Yes,1year Onsite Warranty,No,Kensington Lock Port,11th Gen Intel Core i5 1135G7,No,v5,1.59kg,Ultrabook,50990.0
4.05,57,2,48,310,342,2352,1 x HDMI 1.4 Port,Full Size Textured island-style Keyboard,5th Gen,AMD Radeon AMD,512GB,Yes,No,"1 x USB Type-C, 2 x USB Type-A",8GB DDR4,NVMe,No,Yes,6 x 2.1GHz (Turbo Speed upto 4GHz) Cores,"Hexa Core, 12 Threads",8MB,Built-in Digital Microphone,Everyday Use,Windows 11 Home (64-bit),No,No,1366x768pixels,3200MHz,Yes,"41Wh, 3 Cell Battery",324x225.9x19.9mm,Yes,689T5PA,14inches,1 Laptop:: 2 User manual :: 3 Adaptar,~ 112PPI,Built-in Stereo Speakers,Yes,Realtek 802.11a/b/g/n/ac (2x2),AMD,245 G8,41 Wh Li-ion,HD,Yes,1year Onsite Warranty,"250 nits, 45% NTSC",No,5th Gen AMD Ryzen 5 5500U,HP Smart 65 W EM External AC power adapter,v5,1.47kg,Netbook,94990.0
4.1,80,2,109,447,945,2352,1 x HDMI 1.4b Port,No,11th Gen,Intel UHD Graphics,256GB,Yes,No,"1 x USB Type-C, 2 x USB 3.0",8GB DDR4,No,No,Yes,2 x (Turbo Speed upto 4.1GHz) Cores,"Dual Core, 4 Threads",6MB,Yes,Performance,Windows 11 Home (64-bit),No,No,1920x1080pixels,3200MHz,Yes,3 Cell Battery,358.5x242x19.9mm,Integrated 10/100/1000 GbE LAN,15s-dr3506TU,15.6inches,"Laptop, AC Adapter, User Guide, Manuals",~ 141PPI,Dual speakers,Yes,Realtek RTL8822CE 802.11a/b/g/n/ac (2x2),Intel,Core i3,No,No,Yes,1year Warranty,"250 nits Brightness, 45% NTSC",No,11th Gen Intel Core i3 1115G4,45 W Smart AC power adapter,v5,1.75kg,Netbook,53990.0
4.35,201,2,23,260,861,2352,1 x HDMI 2.1 Port,"Backlit Chiclet Keyboard, Yes",7th Gen,NVIDIA GeForce RTX 4060,1TB,Yes,TSMC 4nm FinFET,"2 x USB Type-C, 2 x USB 3.0",32GB DDR5,NVMe PCIe Gen4,No,Yes,8 x 4GHz (Turbo Speed upto 5.2GHz) Cores,"Octa Core, 16 Threads",16MB,Built-in Array Microphone,Gaming,Windows 11 Home (64-bit),Yes,No,2560x1600pixels,4800MHz,Yes,"76Wh, 4 Cell Battery",312x227x18.5mm,No,GA402XV-N2034WS,14inches,"Laptop, Power Adaptor, User Guide, Sleeve",~ 216PPI,Built-in Speaker,1080P FHD IR Camera for Windows Hello,Wi-Fi 6E(802.11ax) (Triple band) 2*2,AMD,Zephyrus G14 2023,"76WHrs, 4S1P, 4-cell Li-ion",LED,Yes,1year Onsite Warranty,"ROG Nebula Display, 3ms, 500nits 1200:1, 100% DCI-P3 %, Pantone Validated",No,7th Gen AMD Ryzen 9 7940HS,240W AC Adapter,v5.3,1.65kg,Netbook,51990.0
4.1,139,2,177,481,986,2352,1 x HDMI 2.0 Port,English,12th Gen,Nvidia Quadro T550,1TB,Yes,10 nm,"2 x USB Type-C, 2 x USB 3.0",32GB DDR4,NVMe PCIe Gen4,No,Yes,4 x 2.1GHz (Turbo Speed upto 4.7GHz) Performance Cores  8 x 1.5GHz (Turbo Speed upto 3.4GHz) Efficient Cores,"12 Cores (4P + 8E), 16 Threads",18MB,Yes,Business,Windows 11 Pro (64-bit),Yes,No,1920x1200pixels,3200MHz,Yes,"52.5Wh, 4 Cell Battery",No,Yes,21BTS03200,16inches,"Laptop, Adapter & User Manuals",~ 141PPI,2W Dual Stereo speakers,720P HD RGB,Yes,Intel,Thinkpad P16s,\u200e52.5 Watt Hours,IPS,Yes,3years Onsite Warranty,"45% NTSC, 300 Nits",Kensington security lock slot,12th Gen Intel Core i7 1260P,65W Adapter,v5,No,Netbook,59990.0
4.1,84,2,42,272,1192,2352,1 x HDMI 2.1 Port,"Backlit Chiclet Keyboard RGB, Yes",13th Gen,NVIDIA GeForce RTX 4080,1TB,Yes,10 nm,"2 x USB Type-C, 2 x USB 3.0",32GB DDR5,NVMe PCIe Gen4,No,Yes,6 x 2.6GHz (Turbo Speed upto 5.4GHz) Performance Cores  8 x 1.9GHz (Turbo Speed upto 4.1GHz) Efficient Cores,"14 Cores (6P + 8E), 20 Threads",24MB,Built-in Aarray Microphone,Performance,Windows 11 Home (64-bit),Yes,No,2560x1600pixels,4800MHz,Yes,"90Wh, 4 Cell Battery",355x246x21.1mm,10/100/1000/2500 Mbps,GU604VZ-NM050WS,16inches,"Laptop, Power Adaptor, User Guide, Warranty Documents",~ 189PPI,2x 2W Dual-force Woofer with Smart Amp Technology,Yes,Wi-Fi 6E(802.11ax) (Triple band) 2*2,Intel,ROG Zephyrus M16,90WHrs,Mini LED,Yes,1year Onsite Warranty,"3ms Response Time (G2G), 1200 nits Brightness",No,13th Gen Intel Core i9 13900H,280W AC Adapter,v5.2,2.3kg,Netbook,43990.0
4.3,105,2,43,272,1292,2352,1 x HDMI 2.1 Port,"Backlit Chiclet Keyboard Per-Key RGB, Yes",6th Gen,NVIDIA GeForce RTX 3060,2TB,Yes,No,"2 x USB Type-C, 2 x USB 3.0",32GB DDR5,No,No,Yes,8 x 3.2GHz (Turbo Speed upto 4.7GHz) Cores,"Octa Core, 16 Threads",16MB,Built-in Microphone,Gaming,Windows 11 Home (64-bit),Yes,No,1920x1200pixels,No,No,4 Cell Battery,355x266x21mm,Yes,GX650RM-LS019WS,16inches,"Laptop, Battery, Adapter, Cables and User Manuals",~ 142PPI,Built-in Speakers,Yes,Wi-Fi 6E(802.11ax) Dual band) 2x2,AMD,ROG Zephyrus Duo 16,No,"FHD+ LED-Backlit LCD,",Yes,1year Onsite Warranty,"165Hz Refresh Rate, Response Time 3ms, IPS-level, Brightness 500nits, Contrast 1200:1, DCI-P3 100, display",No,6th Gen AMD Ryzen 7  6800H,No,v5.2,2.5kg,Netbook,42990.0
4.4,94,2,9,83,34,2352,1 x HDMI Port,"103- 104- 107-key FineTip RGB- with independent standard numeric keypad, Yes",5th Gen,NVIDIA GeForce RTX 3050,512GB,Yes,No,"1 x USB Type-C, 3 x USB 3.0",16GB DDR4,No,No,Yes,6 x 3.3GHz (Turbo Speed upto 4.2GHz) Cores,"Hexa Core, 12 Threads",16MB,Built-in Dual Microphone,"Everyday Use, Gaming, Business, Performance",Windows 11 Home (64-bit),Yes,No,1920x1080pixels,No,Yes,4 Cell Battery,363.4x255x23.9mm,Killer Ethernet E2600,AN515-45,15.6inches,"Laptop, Power Adaptor, User Guide, Warranty Documents",~ 141PPI,Built-in Dual Speakers,Yes,802.11a/b/g/n/acR2+ax wireless LAN,AMD,Nitro 5,No,TFT LCD,Yes,1year Warranty,Acer ComfyView LED-backlit,Yes,5th Gen AMD Ryzen 5  5600H,No,v5.1,2.2kg,Netbook,199990.0
4.7,92,2,60,231,178,2352,1 x HDMI Port,No,11th Gen,Intel Integrated,512GB,Yes,No,2 x USB 3.0,8GB DDR4,No,No,Yes,4 x 2.4GHz (Turbo Speed upto 4.2GHz) Cores,"Quad Core, 8 Threads",8MB,Yes,Performance,Windows 10 Pro (64-bit),No,No,1366x768pixels,No,Yes,No,No,No,240 G8,14inches,"Laptop, AC Adapter, User Guide, Manuals",~ 112PPI,No,Yes,Yes,Intel,Core i5,No,LED,Yes,1year Warranty,No,No,11th Gen Intel Core i5 1135G7,No,Yes,No,Netbook,155990.0
4.05,52,2,8,30,39,2352,1 x HDMI 2.0b Port,"Backlit Chiclet 4-Zone RGB Keyboard, Yes",4th Gen,NVIDIA GeForce GTX 1650,512GB,Yes,No,"1 x USB Type-C, 3 x USB 3.0",8GB DDR4,No,No,Yes,8 x 2.9GHz (Turbo Speed upto 4.2GHz) Cores,"Octa Core, 16 Threads",8MB,Built-in Array Microphone,"Gaming, Performance",Windows 10 Home (64-bit),Yes,No,1920x1080pixels,No,Yes,4 Cell Battery,354x259x20.6mm,10/100/1000 Mbps,G513IH-HN081T,15.6inches,"Laptop, Power Adaptor, User Guide, Warranty Documents",~ 141PPI,Built-in Speaker,No,Wi-Fi 6 (802.11ax) Dual Band (2*2),AMD,ROG Strix G15 (2021),No,IPS-level Panel,Yes,1year Onsite Warranty,"Full HD Display (170 Viewing Angle, Value IPS-level Panel, 250nits Brightness, 1:1000 Contrast, 45% NTSC, 62.5% SRGB, 47.34% Adobe)",No,4th Gen AMD Ryzen 7  4800H,150W AC Adapter,v5.1,2.1kg,Netbook,299990.0
4.7,84,2,18,83,61,2352,1 x HDMI Port,No,11th Gen,Intel Integrated Processor,512GB,Yes,No,1 x USB 3.0,8GB DDR4,No,No,Yes,No,No,No,Yes,Business,DOS,No,No,1920x1080pixels,No,Yes,No,No,No,"240 G8, 240",14inches,1 LAPTOP 1 BATTERY 1 ADAPTOP,~ 157PPI,No,Yes,Yes,Intel,Core i3,No,No,Yes,1year Warranty,No,No,11th Gen Intel Core i3,No,v5.1,No,Netbook,204990.0
4.35,310,2,94,376,648,2352,1 x HDMI v1.4 Port,"English International Non , No",11th Gen,Intel Integrated Iris Xe,No,Yes,No,"2 x USB 3.0, 1 x USB 2.0",8GB DDR4,No,No,Yes,4 x 2.4GHz (Turbo Speed upto 4.2GHz) Cores,"Quad Core, 8 Threads",8MB,Built-in Microphones,Performance,Windows 10 Home (64-bit),Yes,No,1920x1080pixels,2666MHz,Yes,3 Cell Battery,329x240x20mm,Yes,Vostro 3400,14inches,"Laptop, Power Adaptor, Battery, User Guide, Warranty Documents",~ 157PPI,Built-in Speakers,Yes,IEEE 802.11ac,Intel,Vostro,No,LED,Yes,1year Warranty,Full HD LED Backlit Display,Wedge Shaped Lock Slot,11th Gen Intel Core i5 1135G7,No,v4.1,1.58kg,Ultrabook,71990.0
4.45,101,3,462,481,1997,2352,1 x HDMI 1.4b Port,English Keyboard,11th Gen,Intel Integrated UHD,256GB,Yes,No,"1 x USB 3.0, 1 x USB 2.0",4GB DDR4,No,No,Yes,2 x (Turbo Speed upto 4.1GHz) Cores,"Dual Core, 4 Threads",6MB,Yes,Performance,Windows 11 Home (64-bit),No,No,1920x1080pixels,No,Yes,2 Cell Battery,No,No,82KAA01SIH,15inches,"Laptop, Power Adaptor, User Guide, Warranty Documents",~ 147PPI,Yes,Yes,802.11ac 1x1 Wi-Fi,Intel,Core i3,No,Full HD TN LED Display,Yes,1year Onsite Warranty,No,No,11th Gen Intel Core i3 1115G4,No,v5,1.85kg,Ultrabook,61290.0
4.4,60,2,104,292,719,2352,1 x HDMI 2.1 Port,"Full Size, Backlit, Natural Silver keyboard with Numeric Keypad, Yes",12th Gen,Intel Integrated Iris Xe,1TB,Yes,10 nm,"1 x USB Type-C, 2 x USB 2.0",16GB DDR4,No,No,Yes,4 x 2.1GHz (Turbo Speed upto 4.7GHz) Performance Cores  8 x 1.5GHz (Turbo Speed upto 3.4GHz) Efficient Cores,"12 Cores (4P + 8E), 16 Threads",18MB,Integrated Dual Array Digital Microphones,Performance,Windows 11 Home (64-bit),Yes,No,1920x1080pixels,No,No,"41Wh, 3 Cell Battery",360x234x17.9mm,No,15-EG2039TU,15.6inches,"Laptop, Power Adaptor, Battery, Warranty Documents, User Guide",~ 141PPI,Built-in Dual Speaker,Yes,MediaTek Wi-Fi Certified 6 MT7921 (2 x 2),Intel,Pavilion,No,IPS,Yes,1year Onsite Warranty,"Micro Edge, Low Blue Light, Brightness: 300 nits, 141ppi, Color Gamut: 100%sRGB",No,12th Gen Intel Core i7 1260P,No,v5.2,1.75kg,Ultrabook,78990.0
4.2,117,4,309,319,2339,2352,1 x HDMI 2.1 Port,"Full-size, backlit, Natural Silver keyboard with numeric keypad, Yes",13th Gen,Intel Integrated Integrated,1TB,Yes,10 nm SuperFin,"1 x USB Type-C, 2 x USB 3.0",16GB DDR4,NVMe,No,Yes,4 x 2.2GHz (Turbo Speed upto 5GHz) Performance Cores  8 x 1.6GHz (Turbo Speed upto 3.7GHz) Efficient Cores,"12 Cores (4P + 8E), 16 Threads",18MB,Built-in Dual Array Digital Microphones,Performance,Windows 11 Home (64-bit),Yes,No,1920x1080pixels,3200MHz,Yes,"41Wh, 3 Cell Battery",No,No,15-eg3036TU,15.6inches,"Laptop, Power Adaptor, User Guide, Warranty Documents",~ 141PPI,Built-in Dual Speakers,Yes,Realtek Wi-Fi 6 (2x2),Intel,Core i7,41 Wh Li-ion Battery,IPS,Yes,1year Onsite Warranty,"micro-edge, Low Blue Light, Brightness: 300 nits, Color Gamut: 100% sRGB",Yes,13th Gen Intel Core i7 1360P,65 W Smart AC power adapter,v5.3,1.75kg,Ultrabook,36490.0
3.65,653,2,120,447,1051,2352,1 x HDMI v2.0 Port,Yes,5th Gen,NVIDIA GeForce GTX 1650,512GB,Yes,No,"1 x USB Type-C, 2 x USB 3.0",8GB DDR4,No,No,Yes,6 x 3.3GHz (Turbo Speed upto 4.2GHz) Cores,"Hexa Core, 12 Threads",16MB,Built-In Dual Array Microphone,"Gaming, Performance",Windows 11 Home (64-bit),Yes,No,1920x1080pixels,3200MHz,Yes,"45Wh, 3 Cell Battery",252x24x24.9mm,100/1000 MBPS,82K201YAIN,15.6inches,"Laptop, Power Adaptor, User Guide, Warranty Documents",~ 141PPI,Built-In Dual Stereo Speakers,Yes,11ac (2x2),AMD,IdeaPad Gaming 3,45 WHrs Polymer,LED,Trackpad with Windows Precision Driver,1year Onsite Warranty,"Full HD LED Backlit, IPS Display (250 nits Brightness, 60Hz Refresh Rate, 3-Sided Narrow Bezel)",No,5th Gen AMD Ryzen 5  5600H,No,v5,2.25kg,Netbook,53000.0
4,91,3,259,345,1962,2352,1 x HDMI Port,No,5th Gen,AMD Radeon Graphics,512GB,Yes,No,3 x USB 3.0,16GB,No,No,Yes,6 x 2.3GHz (Turbo Speed upto 4.3GHz) Cores,"Hexa Core, 12 Threads",16MB,Yes,Everyday Use,Windows 11 (64-bit),No,No,1920x1080pixels,No,Yes,3 Cell Battery,356x229.9x14.2mm,Yes,Vostro 3425,14inches,No,~ 157PPI,Built-in Speakers,Yes,IEEE 802.11a/b/g/n/ac,AMD,Vostro,No,IPS Screen,Yes,1year Onsite Warranty,60 Hz,No,5th Gen AMD Ryzen 5 5625U,No,v5.1,1.59kg,Netbook,39999.0
4.1,321,2,156,270,938,2352,1 x HDMI 1.4 Port,Yes,5th Gen,AMD Radeon AMD,512GB,Yes,No,"1 x USB Type-C, 2 x USB 3.0",8GB DDR4,No,No,Yes,6 x 2.1GHz (Turbo Speed upto 4GHz) Cores,"Hexa Core, 12 Threads",8MB,Yes,Performance,Windows 11 Home (64-bit),Yes,No,1920x1080pixels,3200MHz,Yes,4 Cell Battery,321x214x18mm,Available,Vostro 5415,14inches,"Laptop, Battery, Adapter, Cables and User Manuals",~ 157PPI,Yes,Yes,Intel Wi-Fi 6 2x2 (Gig+,AMD,Vostro,No,Full HD WVA AG 250 nits Narrow Border,Yes,1year Onsite Warranty,No,Kensington Lock Port,5th Gen AMD Ryzen 5  5500U,No,v5,1.5kg,Ultrabook,85990.0
4.7,90,2,112,315,642,2352,1 x HDMI 1.4 Port,"Full-size, backlit, natural silver keyboard, Yes",12th Gen,Intel Integrated UHD,512GB,Yes,10 nm,"1 x USB Type-C, 2 x USB 2.0",8GB DDR4,NVMe,Yes,Yes,2 x 1.2GHz (Turbo Speed upto 4.4GHz) Performance Cores  4 x 900MHz (Turbo Speed upto 3.3GHz) Efficient Cores,"Hexa Core (2P + 4E), 8 Threads",10MB,Built-in dual array digital microphones,Performance,Windows 11 Home (64-bit),Yes,No,1920x1080pixels,3200MHz,Yes,"43Wh, 3 Cell Battery",322x210x19.9mm,No,14-ek0137TU,14inches,"Laptop, Power Adapter, User Guide, Warranty Documents",~ 157PPI,Built-in Dual Speakers,Yes,Intel Wi-Fi 6E AX211 (2x2),Intel,Pavilion x360,43 Wh Li-ion polymer,IPS,HP Imagepad with Multi-touch Gesture Support,1year Onsite Warranty,"Multitouch-enabled Edge-to-edge Glass, Micro-edge, Brightness: 250 nits, Color Gamut: 45% NTSC",No,12th Gen Intel Core i3 1215U,65 W Smart AC power adapter,v5.2,1.51kg,2 In 1,89900.0
4.4,104,2,49,447,744,2352,1 x HDMI Port,"English International , Yes",11th Gen,Intel Integrated UHD,256GB,Yes,No,"2 x USB 3.0, 1 x USB 2.0",8GB DDR4,No,No,Yes,4 x 2.4GHz (Turbo Speed upto 4.2GHz) Cores,"Quad Core, 8 Threads",8MB,Yes,Everyday Use,Windows 11 Home (64-bit),Yes,No,1920x1080pixels,No,Yes,3 Cell Battery,358x235x18.9mm,No,Inspiron 3511,15.6inches,"Laptop, battery, adapter, cables and user manuals",~ 141PPI,Yes,Yes,Yes,Intel,Inspiron,No,Full HD WVA AG Narrow Border,Yes,1year Onsite Warranty,No,Kensington Lock Port,11th Gen Intel Core i5 1135G7,No,Yes,1.8kg,Ultrabook,55990.0
4.5,69,2,201,481,1049,2352,1 x HDMI 2.1 Port,"Full-size, backlit, natural silver keyboard with numeric keypad, Yes",5th Gen,AMD Radeon Graphics,512GB,Yes,No,"1 x USB Type-C, 2 x USB 2.0",16GB DDR4,No,No,No,6 x 2.3GHz (Turbo Speed upto 4.3GHz) Cores,"Hexa Core, 12 Threads",16MB,Integrated Dual Array Digital Microphones,Performance,Windows 11 Home (64-bit),Yes,No,1920x1080pixels,3200MHz,Yes,"41Wh, 3 Cell Battery",360x234x17.9mm,No,15-eh2024AU,15.6inches,"Laptop, Power Adaptor, User Guide, Warranty Documents",~ 141PPI,Dual speakers,Yes,Realtek Wi-Fi 6 (2x2),AMD,Pavilion,No,IPS,HP Imagepad with Multi-touch Gesture Support,1year Onsite Warranty,"Brightness: 250 nits, Color Gamut: 45%NTSC",No,5th Gen AMD Ryzen 5  5625U,No,v5.2,1.75kg,Ultrabook,57890.0
4.25,103,2,31,447,607,2352,1 x HDMI Port,Standard Notebook Keyboard,12th Gen,NVIDIA T600,1TB,Yes,10 nm,"1 x USB Type-C, 2 x USB 3.0",32GB DDR5,NVMe,No,Yes,6 x 2.3GHz (Turbo Speed upto 4.7GHz) Performance Cores  8 x 1.7GHz (Turbo Speed upto 3.5GHz) Efficient Cores,"14 Cores (6P + 8E), 20 Threads",24MB,Dual array Far-Field Microphone,Everyday Use,Windows 11 Professional (64-bit),No,No,1920x1080pixels,4800MHz,Yes,6 Cell Battery,No,Yes,21D8S05G00,15.6inches,"\u200eLaptop , Adaptor & User Manuals",~ 141PPI,Stereo Speakers,Yes,802.11 b/g/n/ax,Intel,P15v,No,LED,with Multi-touch Gesture Support,1year Warranty,"Full HD LED Backlit IPS Display, 300 nits, 45% NTSC",No,12th Gen Intel Core i7 12700H,No,v5,2.22kg,Netbook,52994.0
4.15,155,2,95,447,943,2352,1 x HDMI Port,Backlit Chiclet Keyboard,7th Gen,AMD Radeon AMD,512GB,Yes,No,"2 x USB Type-C, 1 x USB 3.0",16GB LPDDR4X,NVMe PCIe Gen3,No,Yes,6 x 2GHz (Turbo Speed upto 4.5GHz) Cores,"Hexa Core, 12 Threads",16MB,Yes,Performance,Windows 11 Home (64-bit),Yes,No,2880x1800pixels,4266MHz,Yes,No,313.6x220.6x16.9mm,No,UM3402YA-KM541WS,14inches,"Laptop, battery, power adapter, user guide",~ 243PPI,Built-in Speakers,Yes,Wi-Fi 6E(802.11ax) Dual band) 2*2,AMD,Zenbook 14 OLED (2023),No,OLED,Yes,1year Onsite Warranty,"600nits HDR peak brightness, 100% DCI-P3 color gamut, VESA CERTIFIED Display HDR True Black 600, 1.07 billion colors, PANTONE Validated, Glossy display",No,7th Gen AMD Ryzen 5 7530U,No,v5,1.35kg,Ultrabook,55990.0
